sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_soft_3mm_r1,11,2026-09-07T21:13:39.156741,0011.png,N1.10,0.03473,0.06546,-1.06203,-0.00131,-0.001693,0.000543,0.00474,0.05703,-1.06307,1.06461,37.9102,362.8394,38.8956,0.8877,0.9692,-1.594,1.233,0.0696,1.952
9DTact_soft_3mm_r1,12,2026-09-07T21:13:40.211133,0012.png,N1.20,0.02214,0.07069,-1.12723,-0.001516,-0.002064,0.00033,-0.00833,0.05422,-1.12832,1.12966,37.8867,362.83,38.8415,0.9417,1.0232,-1.831,1.345,0.0656,1.952
9DTact_soft_3mm_r1,13,2026-09-07T21:13:42.055747,0013.png,N1.30,0.04268,0.05919,-1.34402,-0.000978,-0.00154,0.000359,0.01671,0.05106,-1.34492,1.346,37.9237,362.8301,38.729,1.0545,1.136,-1.146,0.728,0.0542,1.952
9DTact_soft_3mm_r1,14,2026-09-07T21:13:43.513686,0014.png,N1.40,0.04309,0.06691,-1.47278,-0.00106,-0.00169,0.000494,0.0141,0.05589,-1.4738,1.47493,37.9206,362.8324,38.6728,1.1106,1.1922,-1.148,0.72,0.054,1.952
9DTact_soft_3mm_r1,15,2026-09-07T21:13:44.532727,0015.png,N1.50,0.01364,0.07641,-1.55323,-0.00123,-0.00249,0.000253,-0.01559,0.04811,-1.55435,1.55517,37.8901,362.8199,38.6181,1.1653,1.2468,-1.603,0.792,0.0499,1.952
9DTact_soft_3mm_r1,16,2026-09-07T21:13:45.555666,0016.png,N1.60,0.03236,0.0811,-1.58548,-0.001304,-0.001983,7.4e-05,-0.0015,0.06101,-1.58671,1.58788,37.8943,362.8402,38.5948,1.1882,1.2698,-1.25,0.822,0.055,1.952
9DTact_soft_3mm_r1,17,2026-09-07T21:13:46.612774,0017.png,N1.70,0.04478,0.05733,-1.72488,-0.000691,-0.001764,0.000225,0.0221,0.04439,-1.7257,1.72641,37.927,362.8187,38.5352,1.2484,1.33,-1.023,0.4,0.0421,1.952
9DTact_soft_3mm_r1,18,2026-09-07T21:13:47.636376,0018.png,N1.80,0.04519,0.06794,-1.80159,-0.000899,-0.001717,0.000352,0.01769,0.05256,-1.80259,1.80344,37.9248,362.8313,38.5047,1.2787,1.3602,-0.953,0.499,0.0452,1.952
9DTact_soft_3mm_r1,19,2026-09-07T21:13:48.655922,0019.png,N1.90,0.04203,0.06791,-1.9305,-0.000887,-0.001931,0.000287,0.01586,0.04889,-1.93147,1.93215,37.9237,362.8204,38.4452,1.3384,1.42,-1.0,0.459,0.0413,1.952
9DTact_soft_3mm_r1,20,2026-09-07T21:13:49.697038,0020.png,N2.00,0.01815,0.08909,-2.00284,-0.001341,-0.002574,0.000264,-0.01491,0.05415,-2.00412,2.00491,37.8936,362.8332,38.4199,1.3633,1.4448,-1.285,0.67,0.0454,1.952
9DTact_soft_3mm_r1,21,2026-09-07T21:14:02.910267,0021.png,N0.10,0.03866,0.03382,-0.08745,-0.00094,-0.00072,0.000453,0.0172,0.04721,-0.0881,0.10142,37.9131,362.8472,39.7762,0.007,0.0886,-8.237,10.75,0.5065,1.952
9DTact_soft_3mm_r1,22,2026-09-07T21:14:05.192449,0022.png,N0.20,0.0366,0.02905,-0.20303,-0.000876,-0.00084,0.000292,0.0186,0.04019,-0.20357,0.20834,37.914,362.8417,39.5814,0.2019,0.2835,-4.135,4.315,0.2243,1.952
9DTact_soft_3mm_r1,23,2026-09-07T21:14:06.627770,0023.png,N0.30,0.03766,0.03853,-0.23921,-0.00114,-0.000891,6.4e-05,0.01503,0.04835,-0.23992,0.2452,37.9097,362.8493,39.4941,0.2891,0.3706,-3.725,4.765,0.2197,1.952
9DTact_soft_3mm_r1,24,2026-09-07T21:14:08.067832,0024.png,N0.40,0.03444,0.04234,-0.3788,-0.000982,-0.000878,0.000383,0.01131,0.04781,-0.37955,0.38271,37.9053,362.8419,39.3931,0.3902,0.4717,-2.318,2.592,0.1426,1.952
9DTact_soft_3mm_r1,25,2026-09-07T21:14:09.931292,0025.png,N0.50,0.03374,0.04328,-0.53792,-0.000997,-0.001024,0.000466,0.01133,0.04572,-0.53865,0.54071,37.9069,362.839,39.2584,0.5249,0.6065,-1.903,1.853,0.1015,1.952
9DTact_soft_3mm_r1,26,2026-09-07T21:14:10.970900,0026.png,N0.60,0.03363,0.03957,-0.58483,-0.000923,-0.001142,0.000322,0.01341,0.0417,-0.58549,0.58713,37.9104,362.8324,39.2069,0.5766,0.6581,-1.953,1.578,0.0884,1.952
9DTact_soft_3mm_r1,27,2026-09-07T21:14:12.411264,0027.png,N0.70,0.03243,0.04442,-0.69321,-0.000913,-0.001077,0.000441,0.0107,0.04357,-0.69394,0.69538,37.9089,362.8381,39.1389,0.6444,0.726,-1.553,1.317,0.0791,1.952
9DTact_soft_3mm_r1,28,2026-09-07T21:14:13.834435,0028.png,N0.80,0.03325,0.04828,-0.83158,-0.000945,-0.001227,0.000245,0.01045,0.04511,-0.83236,0.83365,37.9099,362.8354,39.0286,0.7548,0.8363,-1.476,1.136,0.0703,1.952
9DTact_soft_3mm_r1,29,2026-09-07T21:14:14.875409,0029.png,N0.90,0.03261,0.04591,-0.89569,-0.001013,-0.001319,0.000303,0.01152,0.04171,-0.89641,0.89745,37.9098,362.8361,38.9868,0.7966,0.8781,-1.473,1.131,0.0627,1.952
9DTact_soft_3mm_r1,30,2026-09-07T21:14:15.912938,0030.png,N1.00,0.0277,0.03783,-0.95016,-0.000668,-0.001404,4.3e-05,0.01168,0.03139,-0.95072,0.95131,37.9133,362.8162,38.9298,0.8538,0.9354,-1.478,0.703,0.0493,1.952
9DTact_soft_3mm_r1,31,2026-09-07T21:14:17.757271,0031.png,N1.10,0.03277,0.04943,-1.16074,-0.000895,-0.001473,0.000218,0.01174,0.04059,-1.16148,1.16225,37.911,362.8322,38.8224,0.961,1.0425,-1.269,0.771,0.051,1.952
9DTact_soft_3mm_r1,32,2026-09-07T21:14:18.808842,0032.png,N1.20,0.03218,0.05242,-1.2504,-0.0009,-0.001496,0.000362,0.01036,0.04145,-1.25118,1.25191,37.9131,362.828,38.7822,1.0013,1.0828,-1.196,0.72,0.0491,1.952
9DTact_soft_3mm_r1,33,2026-09-07T21:14:19.832772,0033.png,N1.30,0.02909,0.04843,-1.35664,-0.000772,-0.001564,0.000359,0.01041,0.03474,-1.35734,1.35782,37.9135,362.8257,38.7243,1.0591,1.1407,-1.153,0.569,0.0416,1.952
9DTact_soft_3mm_r1,34,2026-09-07T21:14:20.852281,0034.png,N1.40,0.02907,0.05779,-1.41416,-0.000823,-0.001484,0.000208,0.00612,0.04192,-1.41501,1.41564,37.912,362.8297,38.6921,1.0913,1.1728,-1.049,0.582,0.0457,1.952
9DTact_soft_3mm_r1,35,2026-09-07T21:14:21.905830,0035.png,N1.50,0.02872,0.0532,-1.51863,-0.000624,-0.001586,0.000342,0.00883,0.0361,-1.51938,1.51983,37.9141,362.8256,38.6502,1.1333,1.2148,-1.045,0.411,0.0398,1.952
9DTact_soft_3mm_r1,36,2026-09-07T21:14:22.928196,0036.png,N1.60,0.02974,0.0566,-1.62618,-0.000742,-0.001723,0.000382,0.00876,0.03784,-1.62698,1.62744,37.9142,362.8247,38.5966,1.1869,1.2684,-1.059,0.456,0.0393,1.952
9DTact_soft_3mm_r1,37,2026-09-07T21:14:23.967637,0037.png,N1.70,0.02915,0.0611,-1.69709,-0.000842,-0.001645,0.000448,0.00649,0.0403,-1.69795,1.69844,37.9143,362.83,38.5647,1.2187,1.3003,-0.969,0.496,0.0399,1.952
9DTact_soft_3mm_r1,38,2026-09-07T21:14:24.996625,0038.png,N1.80,0.02766,0.05633,-1.81839,-0.000615,-0.00183,0.000414,0.00843,0.03348,-1.81915,1.81948,37.9174,362.8188,38.5116,1.272,1.3535,-1.006,0.338,0.0345,1.952
9DTact_soft_3mm_r1,39,2026-09-07T21:14:26.014719,0039.png,N1.90,0.02782,0.05874,-1.87899,-0.000726,-0.001842,0.000256,0.00778,0.03468,-1.87978,1.88012,37.9161,362.8286,38.4733,1.3101,1.3916,-0.98,0.387,0.0346,1.952
9DTact_soft_3mm_r1,40,2026-09-07T21:14:27.053253,0040.png,N2.00,0.03048,0.0737,-2.01065,-0.000915,-0.001746,0.000237,0.00352,0.04685,-2.01169,2.01223,37.9144,362.8338,38.4208,1.3625,1.444,-0.868,0.455,0.0396,1.952
9DTact_soft_3mm_r1,41,2026-09-07T21:14:40.070240,0041.png,N0.10,0.02863,0.03326,-0.12278,-0.000757,-0.000615,0.000353,0.00903,0.04115,-0.12339,0.13038,37.9049,362.8468,39.7402,0.043,0.1246,-5.012,6.164,0.3366,1.952
9DTact_soft_3mm_r1,42,2026-09-07T21:14:41.496919,0042.png,N0.20,0.02817,0.03453,-0.17816,-0.000793,-0.000661,0.000352,0.00838,0.04113,-0.17879,0.18365,37.9056,362.8429,39.6345,0.1487,0.2303,-3.708,4.452,0.2427,1.952
9DTact_soft_3mm_r1,43,2026-09-07T21:14:42.974184,0043.png,N0.30,0.02799,0.03522,-0.26455,-0.000716,-0.000696,0.000388,0.00849,0.04025,-0.26518,0.26835,37.9058,362.8417,39.538,0.2453,0.3269,-2.632,2.705,0.1676,1.952
9DTact_soft_3mm_r1,44,2026-09-07T21:14:44.797638,0044.png,N0.40,0.0244,0.03685,-0.37643,-0.00066,-0.000768,0.000143,0.00533,0.03807,-0.37706,0.37902,37.9064,362.8412,39.3949,0.3883,0.4699,-2.04,1.752,0.1166,1.952
9DTact_soft_3mm_r1,45,2026-09-07T21:14:46.271436,0045.png,N0.50,0.03032,0.04074,-0.48185,-0.000847,-0.00078,0.000238,0.00925,0.04272,-0.48254,0.48452,37.9075,362.8429,39.3017,0.4815,0.5631,-1.619,1.758,0.1048,1.952
9DTact_soft_3mm_r1,46,2026-09-07T21:14:47.290138,0046.png,N0.60,0.02538,0.03622,-0.58953,-0.000467,-0.000869,0.000588,0.00798,0.03461,-0.59012,0.59119,37.9111,362.8285,39.2442,0.5393,0.6209,-1.474,0.793,0.0748,1.952
9DTact_soft_3mm_r1,47,2026-09-07T21:14:49.134488,0047.png,N0.70,0.03153,0.04463,-0.69129,-0.000836,-0.000907,0.000303,0.00981,0.04334,-0.69202,0.69344,37.9144,362.8368,39.1374,0.646,0.7275,-1.312,1.209,0.0788,1.952
9DTact_soft_3mm_r1,48,2026-09-07T21:14:50.174289,0048.png,N0.80,0.02917,0.04483,-0.77952,-0.00077,-0.000932,0.000538,0.00828,0.04092,-0.78024,0.78136,37.9132,362.8328,39.084,0.6994,0.781,-1.195,0.987,0.0685,1.952
9DTact_soft_3mm_r1,49,2026-09-07T21:14:51.626168,0049.png,N0.90,0.03167,0.04727,-0.89138,-0.000665,-0.000929,0.000437,0.01,0.04249,-0.89213,0.8932,37.9157,362.838,39.0147,0.7687,0.8502,-1.042,0.746,0.0637,1.952
9DTact_soft_3mm_r1,50,2026-09-07T21:14:52.669174,0050.png,N1.00,0.03033,0.04538,-0.93994,-0.000665,-0.001026,0.000165,0.01012,0.0394,-0.94064,0.94152,37.9174,362.8297,38.9597,0.8238,0.9053,-1.091,0.707,0.058,1.952
9DTact_soft_3mm_r1,51,2026-09-07T21:14:54.532214,0051.png,N1.10,0.02991,0.04951,-1.14398,-0.000773,-0.001181,0.000328,0.0091,0.0395,-1.14472,1.14544,37.9172,362.834,38.8469,0.9364,1.018,-1.033,0.675,0.0505,1.952
9DTact_soft_3mm_r1,52,2026-09-07T21:14:55.533074,0052.png,N1.20,0.03132,0.0501,-1.21416,-0.000699,-0.001247,0.000256,0.01052,0.03959,-1.2149,1.21559,37.9192,362.8319,38.8087,0.9747,1.0562,-1.027,0.576,0.0486,1.952
9DTact_soft_3mm_r1,53,2026-09-07T21:14:56.576051,0053.png,N1.30,0.0295,0.04906,-1.32013,-0.000525,-0.001317,0.000272,0.01019,0.03608,-1.32084,1.32137,37.9191,362.8274,38.7543,1.0292,1.1107,-0.997,0.397,0.0433,1.952
9DTact_soft_3mm_r1,54,2026-09-07T21:14:58.014660,0054.png,N1.40,0.01996,0.03805,-1.45875,-0.000234,-0.001551,0.000164,0.00839,0.01956,-1.45923,1.45939,37.9186,362.8136,38.6773,1.1064,1.188,-1.063,0.16,0.0294,1.952
9DTact_soft_3mm_r1,55,2026-09-07T21:14:59.069160,0055.png,N1.50,0.02459,0.05362,-1.56533,-0.000655,-0.001595,0.000255,0.00536,0.03365,-1.56607,1.56644,37.9148,362.8305,38.6233,1.1601,1.2417,-1.019,0.418,0.0377,1.952
9DTact_soft_3mm_r1,56,2026-09-07T21:15:00.082809,0056.png,N1.60,0.02531,0.05833,-1.64644,-0.000554,-0.001559,0.000176,0.0042,0.03679,-1.64725,1.64767,37.9152,362.8293,38.5864,1.197,1.2786,-0.947,0.336,0.0386,1.952
9DTact_soft_3mm_r1,57,2026-09-07T21:15:01.117184,0057.png,N1.70,0.02367,0.05664,-1.78591,-0.000523,-0.001653,0.000397,0.00458,0.03227,-1.78667,1.78697,37.9154,362.8284,38.5292,1.2542,1.3358,-0.926,0.293,0.0344,1.952
9DTact_soft_3mm_r1,58,2026-09-07T21:15:02.144967,0058.png,N1.80,0.02405,0.06189,-1.8481,-0.000676,-0.001655,0.000293,0.00272,0.03601,-1.84894,1.84929,37.9177,362.8274,38.497,1.2864,1.3679,-0.896,0.366,0.0359,1.952
9DTact_soft_3mm_r1,59,2026-09-07T21:15:03.190037,0059.png,N1.90,0.02235,0.05517,-1.93732,-0.000384,-0.001737,0.000301,0.00523,0.02791,-1.93803,1.93824,37.9193,362.824,38.4613,1.3222,1.4037,-0.897,0.198,0.0307,1.952
9DTact_soft_3mm_r1,60,2026-09-07T21:15:15.793354,0060.png,N0.10,0.02157,0.03312,-0.09282,-0.000567,-0.000477,0.000402,0.00278,0.03797,-0.09342,0.10088,37.9042,362.8482,39.7877,-0.0045,0.077,-5.138,6.114,0.3918,1.952
9DTact_soft_3mm_r1,61,2026-09-07T21:15:17.615755,0061.png,N0.20,0.02412,0.03193,-0.1699,-0.000648,-0.000618,0.000319,0.00612,0.03698,-0.17047,0.17455,37.9054,362.8456,39.6322,0.151,0.2326,-3.635,3.813,0.2292,1.952
9DTact_soft_3mm_r1,62,2026-09-07T21:15:19.487354,0062.png,N0.30,0.03054,0.05297,-0.27105,-0.001013,-0.000493,0.000274,0.00187,0.05679,-0.27199,0.27786,37.9032,362.8774,39.5022,0.2804,0.362,-1.818,3.737,0.22,1.952
9DTact_soft_3mm_r1,63,2026-09-07T21:15:20.936132,0063.png,N0.40,0.02219,0.03411,-0.38394,-0.000536,-0.000631,0.000365,0.00484,0.03448,-0.38452,0.38609,37.9111,362.8391,39.3921,0.3912,0.4728,-1.642,1.397,0.1054,1.952
9DTact_soft_3mm_r1,64,2026-09-07T21:15:22.774294,0064.png,N0.50,0.02308,0.04052,-0.51274,-0.000706,-0.000674,0.000295,0.0033,0.03841,-0.51341,0.51485,37.9122,362.8445,39.2668,0.5165,0.598,-1.315,1.377,0.0906,1.952
9DTact_soft_3mm_r1,65,2026-09-07T21:15:23.814380,0065.png,N0.60,0.02399,0.03933,-0.58823,-0.00054,-0.000728,0.000429,0.00521,0.03662,-0.58887,0.59003,37.9139,362.8383,39.2151,0.5682,0.6498,-1.237,0.919,0.0781,1.952
9DTact_soft_3mm_r1,66,2026-09-07T21:15:25.255933,0066.png,N0.70,0.02558,0.04592,-0.6941,-0.000629,-0.00077,0.000427,0.00403,0.04143,-0.69485,0.69609,37.9145,362.8406,39.1317,0.6516,0.7331,-1.11,0.907,0.0755,1.952
9DTact_soft_3mm_r1,67,2026-09-07T21:15:26.295978,0067.png,N0.80,0.02633,0.04601,-0.77477,-0.000597,-0.000839,0.000623,0.00519,0.0406,-0.7755,0.77658,37.9144,362.8367,39.0832,0.7001,0.7817,-1.083,0.771,0.0683,1.952
9DTact_soft_3mm_r1,68,2026-09-07T21:15:28.154693,0068.png,N0.90,0.02636,0.04309,-0.93022,-0.000506,-0.001043,0.000303,0.00776,0.03559,-0.93088,0.93159,37.9163,362.8335,38.9655,0.8179,0.8994,-1.121,0.544,0.0542,1.952
9DTact_soft_3mm_r1,69,2026-09-07T21:15:29.207048,0069.png,N1.00,0.02389,0.04888,-1.02781,-0.000498,-0.001039,0.000388,0.0034,0.03781,-1.02855,1.02925,37.9135,362.8322,38.9109,0.8725,0.9541,-1.011,0.485,0.0529,1.952
9DTact_soft_3mm_r1,70,2026-09-07T21:15:30.218222,0070.png,N1.10,0.02523,0.05693,-1.10954,-0.00068,-0.001052,0.000541,0.0011,0.04414,-1.11041,1.11128,37.9121,362.8413,38.8719,0.9113,0.9928,-0.948,0.613,0.056,1.952
9DTact_soft_3mm_r1,71,2026-09-07T21:15:31.251877,0071.png,N1.20,0.02334,0.05148,-1.20502,-0.000439,-0.001197,0.000498,0.00285,0.03695,-1.20578,1.20635,37.9123,362.8309,38.8133,0.97,1.0516,-0.994,0.365,0.0469,1.952
9DTact_soft_3mm_r1,72,2026-09-07T21:15:32.709236,0072.png,N1.30,0.02317,0.05516,-1.3426,-0.000526,-0.001266,0.000608,0.00182,0.03784,-1.34339,1.34393,37.9101,362.8358,38.7475,1.0358,1.1174,-0.943,0.392,0.0445,1.952
9DTact_soft_3mm_r1,73,2026-09-07T21:15:33.732892,0073.png,N1.40,0.02188,0.05491,-1.46875,-0.000377,-0.001301,0.000842,0.0017,0.03495,-1.46952,1.46994,37.916,362.8238,38.6915,1.0921,1.1736,-0.886,0.257,0.0402,1.952
9DTact_soft_3mm_r1,74,2026-09-07T21:15:34.755476,0074.png,N1.50,0.02381,0.05606,-1.53242,-0.000416,-0.001278,0.000776,0.00324,0.0359,-1.5332,1.53363,37.914,362.833,38.6586,1.1247,1.2063,-0.834,0.272,0.0397,1.952
9DTact_soft_3mm_r1,75,2026-09-07T21:15:35.809818,0075.png,N1.60,0.02261,0.05158,-1.6244,-0.00021,-0.001404,0.000533,0.00508,0.02995,-1.62509,1.62537,37.918,362.8226,38.6021,1.1814,1.263,-0.864,0.129,0.0347,1.952
9DTact_soft_3mm_r1,76,2026-09-07T21:15:36.826792,0076.png,N1.70,0.02276,0.05969,-1.70447,-0.000348,-0.001391,0.000683,0.00171,0.03577,-1.70529,1.70566,37.916,362.8307,38.5712,1.2122,1.2937,-0.816,0.204,0.0375,1.952
9DTact_soft_3mm_r1,77,2026-09-07T21:15:37.852869,0077.png,N1.80,0.02201,0.05237,-1.80279,-0.000151,-0.001559,0.000483,0.0054,0.02747,-1.80347,1.80369,37.9202,362.818,38.5159,1.2678,1.3493,-0.865,0.084,0.0315,1.952
9DTact_soft_3mm_r1,78,2026-09-07T21:15:39.308170,0078.png,N1.90,0.02278,0.0609,-1.95163,-0.000233,-0.001493,0.000504,0.00283,0.03287,-1.95244,1.95271,37.9199,362.8235,38.4549,1.3286,1.4102,-0.765,0.119,0.0333,1.952
9DTact_soft_3mm_r1,79,2026-09-07T21:15:40.357078,0079.png,N2.00,0.0219,0.05757,-2.04659,-9.4e-05,-0.001578,0.000624,0.0044,0.02802,-2.04732,2.04752,37.9219,362.8157,38.4144,1.3693,1.4508,-0.771,0.046,0.0301,1.952
9DTact_soft_3mm_r1,80,2026-09-07T21:15:53.968187,0080.png,N0.10,0.01956,0.02606,-0.07209,-0.000328,-0.000321,0.000133,0.00442,0.03119,-0.07257,0.07911,37.9076,362.8449,39.7602,0.0231,0.1046,-4.449,4.556,0.4119,1.952
9DTact_soft_3mm_r1,81,2026-09-07T21:15:55.818139,0081.png,N0.20,0.01966,0.02794,-0.18526,-0.000223,-0.000308,0.000319,0.00436,0.03105,-0.18575,0.18838,37.9073,362.8438,39.6175,0.1657,0.2473,-1.66,1.206,0.1813,1.952
9DTact_soft_3mm_r1,82,2026-09-07T21:15:57.255704,0082.png,N0.30,0.0179,0.02696,-0.27182,-0.000268,-0.000489,0.000349,0.00391,0.02794,-0.27228,0.27374,37.9079,362.8401,39.5142,0.2691,0.3506,-1.801,0.987,0.1182,1.952
9DTact_soft_3mm_r1,83,2026-09-07T21:15:58.692421,0083.png,N0.40,0.01836,0.03322,-0.39595,-0.000429,-0.000462,0.00058,0.00205,0.0316,-0.3965,0.39777,37.9088,362.838,39.4017,0.3816,0.4632,-1.167,1.085,0.0954,1.952
9DTact_soft_3mm_r1,84,2026-09-07T21:16:00.567825,0084.png,N0.50,0.02116,0.03277,-0.51086,-0.000366,-0.000504,0.000391,0.0055,0.03077,-0.51139,0.51234,37.9114,362.8411,39.279,0.5043,0.5859,-0.987,0.717,0.0761,1.952
9DTact_soft_3mm_r1,85,2026-09-07T21:16:01.593527,0085.png,N0.60,0.02553,0.04718,-0.55752,-0.000647,-0.000316,0.000457,0.00241,0.04469,-0.55831,0.5601,37.9087,362.862,39.2528,0.5301,0.6117,-0.567,1.16,0.0958,1.952
9DTact_soft_3mm_r1,86,2026-09-07T21:16:03.050994,0086.png,N0.70,0.02194,0.03682,-0.70161,-0.00035,-0.000548,0.000424,0.00547,0.03161,-0.70218,0.70292,37.9164,362.8368,39.1363,0.6471,0.7286,-0.782,0.498,0.061,1.952
9DTact_soft_3mm_r1,87,2026-09-07T21:16:04.488458,0087.png,N0.80,0.02231,0.03846,-0.8086,-0.00036,-0.000618,0.000272,0.00572,0.03151,-0.80919,0.80982,37.9171,362.8388,39.0531,0.7302,0.8118,-0.764,0.445,0.0549,1.952
9DTact_soft_3mm_r1,88,2026-09-07T21:16:05.514733,0088.png,N0.90,0.02084,0.03698,-0.89771,-0.000225,-0.000683,0.000538,0.0058,0.02806,-0.89826,0.89871,37.9167,362.8339,39.0054,0.778,0.8596,-0.76,0.251,0.0472,1.952
9DTact_soft_3mm_r1,89,2026-09-07T21:16:06.969945,0089.png,N1.00,0.01672,0.04031,-1.01803,-0.000296,-0.000884,0.000456,0.0014,0.02695,-1.01861,1.01897,37.9102,362.8338,38.9324,0.8509,0.9325,-0.868,0.29,0.0428,1.952
9DTact_soft_3mm_r1,90,2026-09-07T21:16:08.010264,0090.png,N1.10,0.01191,0.04033,-1.10337,-0.000196,-0.000884,0.000406,-0.00218,0.02321,-1.10393,1.10417,37.9109,362.8296,38.8776,0.9058,0.9874,-0.801,0.178,0.0381,1.952
9DTact_soft_3mm_r1,91,2026-09-07T21:16:09.432427,0091.png,N1.20,0.01626,0.04267,-1.20847,-0.000327,-0.000959,0.000314,0.00115,0.02572,-1.20906,1.20933,37.911,362.8347,38.815,0.9683,1.0499,-0.794,0.271,0.0378,1.952
9DTact_soft_3mm_r1,92,2026-09-07T21:16:10.487828,0092.png,N1.30,0.01136,0.04055,-1.33357,-0.000109,-0.001065,0.000593,-0.00118,0.01943,-1.3341,1.33424,37.913,362.8268,38.7595,1.0239,1.1055,-0.799,0.082,0.0316,1.952
9DTact_soft_3mm_r1,93,2026-09-07T21:16:11.509876,0093.png,N1.40,0.01148,0.03886,-1.42458,-4.8e-05,-0.001085,0.000406,0.00041,0.01658,-1.42506,1.42515,37.914,362.8241,38.7088,1.0747,1.1562,-0.761,0.034,0.0284,1.952
9DTact_soft_3mm_r1,94,2026-09-07T21:16:12.554814,0094.png,N1.50,0.01732,0.05188,-1.50888,-0.000413,-0.00108,0.000569,-0.00046,0.02942,-1.50959,1.50987,37.9133,362.8385,38.6722,1.1111,1.1926,-0.716,0.274,0.0362,1.952
9DTact_soft_3mm_r1,95,2026-09-07T21:16:13.555910,0095.png,N1.60,0.01414,0.04625,-1.63803,-0.000164,-0.001253,0.00063,0.0005,0.02088,-1.63861,1.63875,37.9145,362.824,38.6131,1.1704,1.2519,-0.765,0.1,0.0295,1.952
9DTact_soft_3mm_r1,96,2026-09-07T21:16:14.609651,0096.png,N1.70,0.01682,0.04804,-1.69335,-0.000136,-0.001131,0.000518,0.00231,0.02288,-1.69396,1.69412,37.915,362.8333,38.5803,1.2031,1.2846,-0.668,0.08,0.03,1.952
9DTact_soft_3mm_r1,97,2026-09-07T21:16:15.635736,0097.png,N1.80,0.01404,0.04667,-1.83921,2e-06,-0.00143,0.000662,0.0016,0.01797,-1.83976,1.83985,37.9188,362.8193,38.5224,1.2612,1.3428,-0.778,-0.001,0.0265,1.952
9DTact_soft_3mm_r1,98,2026-09-07T21:16:16.657166,0098.png,N1.90,0.01581,0.05325,-1.92476,-0.000183,-0.001342,0.000735,0.00043,0.02319,-1.92543,1.92556,37.9176,362.8289,38.4891,1.2943,1.3758,-0.697,0.095,0.0288,1.952
